"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3","codingpotential","branchpt_len"
"ENSG00000142686",5017,3,7,"protein_coding",1314,2380,1,0,0.0420555,"177"
"ENSG00000117148",71730,2,5,"protein_coding",375,2410,1,0,1,"148"
"ENSG00000117000",79534,1,8,"protein_coding",148.5,6647,1,0,1,"7"
"ENSG00000284989",280865,1,26,"protein_coding",120.5,2948,1,0,1,"58"
"ENSG00000231630",566,1,2,"lncRNA",214.5,138,2,0,0.0561159,NA
"ENSG00000092853",49760,5,34,"protein_coding",128,678,4,0,1,"25"
"ENSG00000255811",26671,1,2,"lncRNA",280,26112,1,0,0.0302423,"135"
"ENSG00000134697",29121,9,31,"protein_coding",121.5,930,1,0,0.0933936,"31"
"ENSG00000187513",2748,2,3,"protein_coding",810.5,1128,1,0,0.713257,"184"
"ENSG00000230138",1589,2,5,"lncRNA",118,328.5,1,0,0.0195086,"137.5"
"ENSG00000223390",10888,1,2,"lncRNA",381,10127,1,0,0.440413,"9"
"ENSG00000284720",1603,1,2,"lncRNA",760.5,83,1,0,0.309867,"14"
"ENSG00000116151",70454,11,32,"protein_coding",99,1587,1,0,0.5,"191.5"
"ENSG00000006555",21611,5,15,"protein_coding",153,635,1,0,0.917583,"84"
"ENSG00000066056",22126,10,42,"protein_coding",141,223,1,0,0.617554,"85"
"ENSG00000214114",10875,4,8,"protein_coding",78,2165,1,0,0.14373535,"6"
"ENSG00000116544",64214,3,15,"protein_coding",206,861.5,1,0,1,"98"
"ENSG00000236723",3992,2,5,"lncRNA",262,2796,1,0,0.49267935,"123"
"ENSG00000117016",45002,2,11,"protein_coding",141,3696,1,0,0.9903235,"49"
"ENSG00000121310",31302,26,60,"protein_coding",87,1689,1,0,0.188016,"187"
"ENSG00000169213",82744,1,5,"protein_coding",149,13318.5,1,0,0.997127,"76.5"
"ENSG00000163866",147018,6,16,"protein_coding",294,2786,1,0,0.277956,"37"
"ENSG00000284601",5564,4,10,"lncRNA",380.5,811,1,0,0.0953026,"53"
"ENSG00000143001",11660,1,3,"protein_coding",453,5202.5,1,0,0.997022,"91.5"
"ENSG00000232335",4187,1,2,"lncRNA",269.5,3649,1,0,0.0521639,"8"
"ENSG00000260971",323142,24,56,"lncRNA",138.5,11108,1,0,0.0495285,"30"
"ENSG00000284696",91530,9,28,"lncRNA",136,3717.5,4,0,0.0201899,"25"
"ENSG00000238242",34909,2,7,"lncRNA",141,1647.5,1,0,0.093091225,"39"
"ENSG00000285839",13197,1,7,"protein_coding",84,1937.5,1,0,0.866158,"5"
"ENSG00000237290",5772,2,7,"lncRNA",221.5,911,1,0,0.612087,"50"
"ENSG00000232762",2926,1,6,"lncRNA",121.5,358,4,0,0.046096,"198.5"
"ENSG00000117419",134190,10,28,"protein_coding",100,13527,1,0,0.267515,"109"
"ENSG00000162384",6535,7,19,"protein_coding",72,725,1,0,0.0396021,"114.5"
"ENSG00000162391",14375,2,11,"protein_coding",160,1989,1,0,1,"104"
"ENSG00000174348",23449,8,25,"protein_coding",149,1367,1,0,1,"156"
"ENSG00000117859",221248,26,72,"protein_coding",92,1271,4,0,0.881744,"13"
"ENSG00000253313",3740,2,5,"protein_coding",127.5,1109.5,1,0,0.46617,"115.5"
"ENSG00000162396",7625,1,2,"protein_coding",1178,5270,1,0,1,"51"
"ENSG00000203995",52487,3,17,"protein_coding",141,3109,4,0,0.999995,"26"
"ENSG00000284686",351062,5,12,"protein_coding",184.5,13100,1,0,0.0381519,"29"
"ENSG00000162378",100883,2,17,"protein_coding",141,4949,4,0,1,"22"
"ENSG00000233079",81865,3,8,"lncRNA",280,10334,1,0,0.0159436,"40"
"ENSG00000229444",17951,1,4,"lncRNA",122,6681,1,0,0.064445,"10"
"ENSG00000240563",17479,1,4,"protein_coding",606,2146,1,0,1,"7"
"ENSG00000234318",5630,1,2,"lncRNA",223.5,5184,1,0,0.122356,"30"
"ENSG00000284773",10957,1,2,"protein_coding",1581.5,7795,1,0,0.994199,"1"
"ENSG00000234481",5956,2,5,"lncRNA",300,2589.5,1,0,0.0303945,"35"
"ENSG00000117862",35060,5,10,"protein_coding",79,5090,1,0,0.15232,"12.5"
"ENSG00000235612",9503,1,3,"lncRNA",271,4386.5,1,0,0.0232507,"28.5"
"ENSG00000228369",1765,1,3,"lncRNA",66,687.5,1,0,0.110133,"20.5"
"ENSG00000183431",33100,8,30,"protein_coding",91,1135.5,1,0,0.282619,"29.5"
"ENSG00000227485",1451,1,2,"lncRNA",179.5,1093,2,0,0.179834,"19"
"ENSG00000224609",164559,13,28,"lncRNA",547.5,1718,1,0,0.0529776,"78"
"ENSG00000235545",22212,1,2,"lncRNA",614,20985,2,0,0.170215,"76"
"ENSG00000238063",41695,16,32,"lncRNA",151,636,1,0,0.0200434,"15"
"ENSG00000243725",26796,4,16,"protein_coding",121.5,3053,1,0,0.9801185,"16"
"ENSG00000171872",16319,2,8,"protein_coding",544.5,2481,1,0,0.589717,"59"
"ENSG00000162407",150540,5,14,"protein_coding",227.5,12400,1,0,0.049305,"32"
"ENSG00000285079",10885,1,3,"lncRNA",345,4285,1,0,0.0333037,"52"
"ENSG00000169218",23542,3,12,"protein_coding",189,2150,1,0,0.9773165,"59"
"ENSG00000163877",19844,4,11,"protein_coding",443.5,2144,1,0,0.6299575,"25"
"ENSG00000157184",17405,12,24,"protein_coding",276,2013,1,0,1,"8"
"ENSG00000198815",159338,9,28,"protein_coding",129,6531,1,0,1,"14"
"ENSG00000134744",145205,21,78,"protein_coding",120,2769,1,0,0.403666,"10.5"
"ENSG00000287703",45575,1,2,"lncRNA",713,44150,1,0,0.0498883,"57"
"ENSG00000283039",3810,1,2,"protein_coding",1579.5,652,1,0,1,"60"
"ENSG00000229294",27065,1,2,"lncRNA",256,26554,1,0,0.0112005,"1"
"ENSG00000232993",15564,1,2,"lncRNA",233.5,15098,2,0,1.80026e-05,"355"
"ENSG00000235446",33642,2,6,"lncRNA",186.5,1024,1,0,0.01477331,"17"
"ENSG00000162385",11618,4,11,"protein_coding",111,2725,1,0,0.5121375,"30"
"ENSG00000234264",41951,1,3,"lncRNA",155,20352.5,1,0,0.040268,"77"
"ENSG00000242391",514,1,2,"lncRNA",190,135,1,0,0.0417585,"69"
"ENSG00000223883",173769,7,23,"lncRNA",151.5,4590,1,0,0.040575,"15"
"ENSG00000284808",52184,1,3,"lncRNA",155,24871.5,1,0,0.0743861,"24.5"
"ENSG00000123080",13889,3,7,"protein_coding",741,3395,1,0,0.991521,"23"
"ENSG00000285778",127970,3,8,"lncRNA",199.5,5414,1,0,0.00883936,"26.5"
"ENSG00000233407",17043,1,2,"lncRNA",125,16794,1,0,0.00804497,"15"
"ENSG00000225675",8276,1,3,"lncRNA",143,3855,1,0,0.17349,"22.5"
"ENSG00000162598",86501,5,21,"protein_coding",134,7376,1,0,0.93725,"28.5"
"ENSG00000162415",289810,2,17,"protein_coding",161,2636,1,0,0.5071589,"33"
"ENSG00000162600",131418,11,32,"protein_coding",150,3244,1,0,0.26171,"17"
"ENSG00000116704",54798,1,12,"protein_coding",81,1507,1,0,0.999783,"17"
"ENSG00000157193",86105,36,96,"protein_coding",140,2054,1,0,1,"124"
"ENSG00000116205",58935,5,13,"protein_coding",194,14231,1,0,0.644195,"37"
"ENSG00000116212",22083,5,18,"protein_coding",119,2075,1,0,0.358166,"21"
"ENSG00000233099",3539,1,2,"lncRNA",188.5,3163,1,0,0.528711,"35"
"ENSG00000233973",49644,17,30,"lncRNA",196,2191,4,0,0.0261312,"20"
"ENSG00000237552",21143,1,3,"lncRNA",125,10348,4,0,0.0937907,"21.5"
"ENSG00000132854",83269,4,15,"protein_coding",201,5394,1,0,0.9999995,"68"
"ENSG00000162607",15507,4,15,"protein_coding",202,1434,1,0,0.62091,"5.5"
"ENSG00000233602",865,1,2,"lncRNA",309.5,247,1,0,0.0291144,"2"
"ENSG00000233271",11324,1,2,"lncRNA",214,10897,1,0,0.0291301,"200"
"ENSG00000285954",21442,1,4,"lncRNA",224,4812,1,0,0.016478,"57"
"ENSG00000154027",277947,13,40,"protein_coding",168,6665,4,0,0.425518,"11"
"ENSG00000137960",158902,2,8,"protein_coding",183.5,14091,1,0,0.6150085,"10"
"ENSG00000237852",7782,1,2,"lncRNA",211.5,7360,1,0,0.0299881,"46"
"ENSG00000116745",21132,1,14,"protein_coding",122.5,1137,1,0,1,"12"
"ENSG00000132855",8793,3,10,"protein_coding",115,603,1,0,0.0282202,"12"
"ENSG00000285407",264250,3,11,"lncRNA",293,18996,1,0,0.0412562,"41"
"ENSG00000116675",167652,8,33,"protein_coding",143,2466,1,0,0.5431835,"25"
"ENSG00000162433",84596,8,17,"protein_coding",173,5825,1,0,0.920092,"21"
"ENSG00000213625",15420,6,14,"protein_coding",118,4483,1,0,0.611184,"15.5"
"ENSG00000227016",26251,1,7,"lncRNA",214,3059.5,1,0,0.410221,"28"
"ENSG00000158966",222929,6,36,"protein_coding",143,1718.5,1,0,1,"27"
"ENSG00000203965",49321,6,25,"protein_coding",145.5,2501,4,0,0.326284,"14"
"ENSG00000223479",79998,2,5,"lncRNA",93,9300,1,0,0.02684315,"32"
"ENSG00000153898",71530,6,22,"protein_coding",122.5,2836,4,0,0.9994025,"12"
"ENSG00000117069",200066,5,12,"protein_coding",246,9126.5,1,0,0.446206,"53.5"
"ENSG00000125703",81384,5,20,"protein_coding",128.5,5718,1,0,0.572904,"15.5"
"ENSG00000285041",6724,1,3,"lncRNA",82,2044.5,1,0,0.178508,"8.5"
"ENSG00000285808",61371,1,8,"lncRNA",112,912,1,0,0.0199167,"11"
"ENSG00000227466",8218,1,3,"lncRNA",188,3881.5,1,0,0.0902761,"4.5"
"ENSG00000154007",13531,1,3,"protein_coding",286,6226,1,0,0.999993,"34"
"ENSG00000230498",4418,1,3,"lncRNA",310,1166.5,1,0,0.0915389,"57"
"ENSG00000285782",27798,1,8,"lncRNA",104.5,1888,1,0,0.0482711,"17"
"ENSG00000162618",392360,17,58,"protein_coding",169,1413,4,0,0.449894,"10"
"ENSG00000131233",7518,2,3,"protein_coding",1901,5238,1,0,1,"184"
"ENSG00000287647",6290,1,2,"lncRNA",1029.5,4232,1,0,0.100661,"21"
"ENSG00000229225",950,1,2,"lncRNA",78.5,794,1,0,0.00582599,"29"
"ENSG00000287224",1855,1,2,"lncRNA",708,440,1,0,0.172864,"30"
"ENSG00000225598",1257,1,2,"lncRNA",290,678,1,0,0.00931331,"14"
"ENSG00000286455",7417,1,5,"lncRNA",135,1551.5,1,0,0.422329,"25.5"
"ENSG00000225087",262693,9,22,"lncRNA",117,47966,1,0,0.03781905,"9"
"ENSG00000188786",50018,2,13,"protein_coding",132,2304,1,0,0.5496137,"39.5"
"ENSG00000137941",134126,14,57,"protein_coding",148,3794,1,0,0.990079,"13"
"ENSG00000224326",49385,1,2,"lncRNA",174.5,49037,1,0,0.00765812,"6"
"ENSG00000286548",97939,3,10,"lncRNA",257,5798,1,0,0.0768626,"53"
"ENSG00000066135",55369,5,15,"protein_coding",154.5,1749,1,0,0.177797,"71"
"ENSG00000230027",24658,2,5,"lncRNA",312,6348,1,0,0.0191412,"12.5"
"ENSG00000233061",5182,1,2,"lncRNA",1460.5,2262,1,0,0.0605561,"37"
"ENSG00000272094",2370,1,2,"lncRNA",439.5,1492,1,0,0.0367996,"7"
"ENSG00000228853",42780,1,3,"lncRNA",196,21123.5,1,0,0.013078,"44.5"
"ENSG00000232453",49029,10,20,"lncRNA",165,5389.5,1,0,0.07500095,"35.5"
"ENSG00000284895",43510,1,2,"protein_coding",40.5,43430,1,0,0.0236779,"528"
"ENSG00000117174",59016,2,13,"protein_coding",104,2054,1,0,1,"22"
"ENSG00000237413",139865,2,11,"lncRNA",249.5,483,1,0,0.43427,"53"
"ENSG00000184313",68512,13,50,"protein_coding",130,2162,1,0,1,"75"
"ENSG00000284645",6425,1,3,"lncRNA",153,1561,1,0,0.11022,"5.5"
"ENSG00000225605",92902,24,46,"lncRNA",115,3266.5,1,0,0.0164275,"14.5"
"ENSG00000225446",4131,2,4,"lncRNA",773.5,1948,1,0,0.0462285,"115"
"ENSG00000288543",10562,1,4,"lncRNA",125.5,488,1,0,0.894516,"7"
"ENSG00000122420",236817,4,10,"protein_coding",870,40662.5,1,0,0.998336,"28"
"ENSG00000284240",52072,3,10,"lncRNA",131,4128,1,0,0.106394,"5"
"ENSG00000143013",20043,4,11,"protein_coding",197.5,3676.5,1,0,0.8731415,"32"
"ENSG00000134748",16234,3,15,"protein_coding",112,1254,1,0,0.944126,"36"
"ENSG00000142892",130441,5,18,"protein_coding",112,3704,1,0,0.999952,"12"
"ENSG00000184005",559857,3,9,"protein_coding",197.5,98008,1,0,0.816821,"24.5"
"ENSG00000287743",7632,1,2,"lncRNA",836,5961,1,0,0.0566208,"145"
"ENSG00000237505",1064401,13,47,"lncRNA",143.5,8860.5,1,0,0.0536558,"24"
"ENSG00000285462",21437,1,2,"lncRNA",753.5,19931,1,0,0.0583579,"2"
"ENSG00000197273",2055,1,3,"protein_coding",208,729.5,1,0,0.887643,"312.5"
"ENSG00000230728",6961,1,2,"lncRNA",311.5,6339,1,0,0.147943,"165"
"ENSG00000116641",234088,36,122,"protein_coding",136,2145,1,0,0.202432,"14"
"ENSG00000237453",2020,1,2,"lncRNA",171.5,1678,1,0,0.03767,"20"
"ENSG00000172260",886596,5,15,"protein_coding",152,122821,1,0,0.61725,"34"
"ENSG00000285473",49548,1,4,"lncRNA",104,8588,1,0,0.0518963,"18"
"ENSG00000231364",34057,3,9,"lncRNA",222,9059,1,0,0.0269825,"50"
"ENSG00000234578",666,1,2,"lncRNA",235,197,1,0,0.0981323,"63"
"ENSG00000117480",19531,6,24,"protein_coding",125,503.5,1,0,0.904736,"76"
"ENSG00000137944",57180,4,20,"protein_coding",100,3691,1,0,0.999963,"9"
"ENSG00000285201",26502,1,2,"lncRNA",220.5,26062,1,0,0.0158118,"5"
"ENSG00000182183",36515,4,12,"protein_coding",276,11487,1,0,0.589853,"89"
